geneID,GeneName,Chrom,Strand,Start,End,GeneLength,BC_1_readcount,BC_2_readcount,BC_3_readcount,BC_DOX_1_readcount,BC_DOX_2_readcount,BC_DOX_3_readcount,DL_1_readcount,DL_2_readcount,DL_3_readcount,DL_DOX_1_readcount,DL_DOX_2_readcount,DL_DOX_3_readcount,HT_1_readcount,HT_2_readcount,HT_3_readcount,HT_ZN_1_readcount,HT_ZN_2_readcount,HT_ZN_3_readcount,L8_1_readcount,L8_2_readcount,L8_3_readcount,L8_DOX_1_readcount,L8_DOX_2_readcount,L8_DOX_3_readcount,BC_1_fpkm,BC_2_fpkm,BC_3_fpkm,BC_DOX_1_fpkm,BC_DOX_2_fpkm,BC_DOX_3_fpkm,DL_1_fpkm,DL_2_fpkm,DL_3_fpkm,DL_DOX_1_fpkm,DL_DOX_2_fpkm,DL_DOX_3_fpkm,HT_1_fpkm,HT_2_fpkm,HT_3_fpkm,HT_ZN_1_fpkm,HT_ZN_2_fpkm,HT_ZN_3_fpkm,L8_1_fpkm,L8_2_fpkm,L8_3_fpkm,L8_DOX_1_fpkm,L8_DOX_2_fpkm,L8_DOX_3_fpkm,DL_group_fpkm,BC_DOX_group_fpkm,HT_ZN_group_fpkm,BC_group_fpkm,HT_group_fpkm,DL_DOX_group_fpkm,L8_DOX_group_fpkm,L8_group_fpkm,L8_DOX(L8_DOXvsL8),L8(L8_DOXvsL8),log2FoldChange(L8_DOXvsL8),pvalue(L8_DOXvsL8),padj(L8_DOXvsL8),significant(L8_DOXvsL8),DL_DOX(DL_DOXvsDL),DL(DL_DOXvsDL),log2FoldChange(DL_DOXvsDL),pvalue(DL_DOXvsDL),padj(DL_DOXvsDL),significant(DL_DOXvsDL),BC_DOX(BC_DOXvsBC),BC(BC_DOXvsBC),log2FoldChange(BC_DOXvsBC),pvalue(BC_DOXvsBC),padj(BC_DOXvsBC),significant(BC_DOXvsBC),HT_ZN(HT_ZNvsHT),HT(HT_ZNvsHT),log2FoldChange(HT_ZNvsHT),pvalue(HT_ZNvsHT),padj(HT_ZNvsHT),significant(HT_ZNvsHT),GeneType,GeneDescription
ENSG00000166484,MAPK7,chr17,+,19281034,19286857,4533,383,254,264,576,522,459,422,358,370,562,663,484,166,114,152,132,186,207,330,340,351,378,380,240,3.515620713,3.552058779,3.553369908,4.735916986,4.62371385,5.096175009,4.304900369,4.604587104,5.221713887,6.375941506,6.123564934,5.731720095,2.164090282,1.788291381,2.246083362,1.827708604,1.933640102,2.156779753,3.388799283,3.452764822,3.364203844,3.634364693,3.946394805,3.735515117,4.710400453,4.818601948,1.972709486,3.5403498,2.066155009,6.077075512,3.772091538,3.40192265,349.9050667,314.523903,0.13799,0.16176,0.39958,FALSE,525.9878567,408.6880116,0.36075,0.00023294,0.0008445,TRUE,464.6861146,324.057398,0.51625,6.69E-07,2.26E-06,TRUE,162.6950437,150.2356266,0.11274,0.48087,0.62032,FALSE,protein_coding,mitogen-activated_protein_kinase_7
ENSG00000182247,UBE2E2,chr3,+,23244511,23633284,2748,0,0,0,0,0,0,1449,1050,970,1432,1629,1320,229,176,185,188,182,214,1,0,0,0,0,0,0,0,0,0,0,0,24.38305004,22.27747453,22.58146286,26.79908815,24.81880541,25.78591424,4.924609061,4.554231372,4.509444041,4.293978495,3.121066907,3.678054977,0.016939512,0,0,0,0,0,23.08066248,0,3.697700126,0,4.662761491,25.80126927,0,0.005646504,0,0.320499905,-0.0045788,0.85523,NA,NA,1353.71018,1214.616514,0.15181,0.017602,0.043494,TRUE,0,0,NA,NA,NA,NA,184.752193,205.4494126,-0.1574,0.28661,0.42075,FALSE,protein_coding,ubiquitin-conjugating_enzyme_E2E_2
ENSG00000213270,RPL6P25,chr12,+,83545110,83545969,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,pseudogene,ribosomal_protein_L6_pseudogene_25
ENSG00000115266,APC2,chr19,+,1446300,1473243,11650,475,350,347,532,471,393,50,31,51,76,119,86,138,95,122,114,133,124,485,437,428,541,459,301,1.696510859,1.904470567,1.817296381,1.701974401,1.623308814,1.697790082,0.198463411,0.155141917,0.280053702,0.335491402,0.427658939,0.396276079,0.700013099,0.579851562,0.701458379,0.614182829,0.537989915,0.502709314,1.937909265,1.726749393,1.596168548,2.023921965,1.854767227,1.822911337,0.211219677,1.674357766,0.551627352,1.806092603,0.660441013,0.386475473,1.90053351,1.753609068,453.2205952,416.9705722,0.11189,0.24624,0.51619,FALSE,85.89944809,47.11798578,0.7613,0.00078159,0.0025836,TRUE,415.1010244,424.9400046,-0.02902,0.77594,0.84984,FALSE,116.8129535,123.4124684,-0.083463,0.63848,0.75268,FALSE,protein_coding,adenomatosis_polyposis_coli_2
ENSG00000127824,TUBA4A,chr2,-,220114433,220142892,2499,3228,2407,2305,2293,2026,1644,3642,2805,2550,4116,5163,4079,1290,938,1106,1642,2023,1881,2866,2850,2799,3332,3025,2078,53.74724768,61.05791647,56.27647491,34.19834706,32.55212539,33.10952303,67.39226583,65.44251703,65.27862396,84.70378896,86.49925899,87.62192302,30.50538146,26.69044001,29.64536985,41.24066322,38.14855092,35.5503361,53.38602133,52.49916599,48.66285082,58.11137621,56.98516054,58.66840248,66.03780227,33.28666516,38.31318341,57.02721302,28.94706377,86.27499032,57.92164641,51.51601271,2962.60516,2626.428713,0.16919,0.00092294,0.0075062,TRUE,4115.376459,3159.826331,0.37876,5.46E-21,7.83E-20,TRUE,1770.375714,2878.112443,-0.69705,7.98E-32,7.37E-31,TRUE,1740.525493,1160.120376,0.57942,1.96E-18,1.75E-17,TRUE,protein_coding,tubulin_alpha_4a
ENSG00000243498,UBA52P5,chr8,+,124249092,124249302,211,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,2,6,3,0,0,0,0,0,0,0,0,0,0,0.190293393,0,0,0.276319115,0,0,0.198423937,0,0.280072553,0,0.317457467,0.594930569,1.340038309,0.671521576,0,0,0,0,0,0,0.092106372,0.063431131,0.868830151,0,0.199176673,0.066141312,0,0,0,0,NA,NA,NA,NA,0.265336226,0.369790397,-0.0069493,0.95521,NA,NA,0.284740112,0,0.061284,0.86913,NA,NA,3.331979094,0.676003069,0.67027,0.14324,0.24185,FALSE,pseudogene,ubiquitin_A-52_residue_ribosomal_protein_fusion_product_1_pseudogene_5
ENSG00000213445,SIPA1,chr11,+,65405568,65418401,3628,1219,805,831,682,614,416,1001,712,756,1347,1749,1225,878,693,801,889,1195,1146,371,369,401,423,313,228,13.98058637,14.0656805,13.97513326,7.006230369,6.795278452,5.770898283,12.75860441,11.44210952,13.33065792,19.09387367,20.18361945,18.12567303,14.30145564,13.58266869,14.78881035,15.37988991,15.52204886,14.91895867,4.760189663,4.682015941,4.802175188,5.081541924,4.06143692,4.433967895,12.51045728,6.524135701,15.27363248,14.00713338,14.22431156,19.13438872,4.525648913,4.748126931,336.1759799,351.3562165,-0.054066,0.59984,0.81785,FALSE,1325.195432,869.1351825,0.60278,3.51E-17,4.07E-16,TRUE,504.0498428,1026.125217,-1.0158,6.16E-32,5.71E-31,TRUE,1007.613347,827.5620944,0.28202,3.89E-05,0.00013689,TRUE,protein_coding,signal-induced_proliferation-associated_1
ENSG00000183678,CTAG1A,chrX,+,153813407,153815075,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,protein_coding,cancer/testis_antigen_1A
ENSG00000250343,CTC-255N20.1,chr5,-,146559767,146614422,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077617063,0,0.054605655,0,0,0,0,0,0,0,0,0,0.018201885,0,0.025872354,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0.284837103,0.359666024,-0.011254,0.9646,NA,NA,antisense,-
ENSG00000116906,GNPAT,chr1,+,231376953,231413719,2643,1958,1316,1382,2152,1972,1587,1055,821,801,864,1125,852,1841,1690,1662,623,808,775,1709,1776,1816,1669,1594,1044,30.82509927,31.56391553,31.90311521,30.34676633,29.95821356,30.22018586,18.45829869,18.11087275,19.3879736,16.81164872,17.82099209,17.30484696,41.16324759,45.46829748,42.12130891,14.79481802,14.40663711,13.84923265,30.09972483,30.932826,29.85242297,27.52210184,28.39185754,27.86944442,18.65238168,30.17505525,14.35022926,31.43071,42.91761799,17.31249592,27.92780127,30.29499126,1510.629298,1633.070538,-0.1089,0.047433,0.17259,FALSE,873.3678648,943.842997,-0.10931,0.11054,0.21046,FALSE,1697.173985,1677.477616,0.018487,0.74271,0.82514,FALSE,689.6177345,1818.404643,-1.3934,3.91E-107,1.96E-105,TRUE,protein_coding,glyceronephosphate_O-acyltransferase
ENSG00000006059,KRT33A,chr17,-,39502344,39507064,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,protein_coding,keratin_33A
ENSG00000243753,HLA-L,chr6,+,30227361,30260791,4587,2,0,1,2,1,0,0,0,0,0,2,0,1,1,1,0,1,2,0,0,0,2,0,0,0.018142211,0,0.013301281,0.016250569,0.008753413,0,0,0,0,0,0.018254829,0,0.012883215,0.015502096,0.014602905,0,0.01027353,0.020593133,0,0,0,0.019003066,0,0,0,0.008334661,0.010288888,0.010481164,0.014329405,0.006084943,0.006334355,0,0.597543399,0,0.014376,0.58344,NA,NA,0.530672453,0,0.045679,0.67107,NA,NA,0.819570876,0.968529901,-0.0688,0.90488,NA,NA,0.862662652,1.053673608,-0.047821,0.90282,NA,NA,pseudogene,major_histocompatibility_complex_class_I_L_(pseudogene)
ENSG00000237451,CDK2AP2P2,chr9,+,66500642,66501008,367,0,0,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,2,1,0,0,0.166247892,0,0,0.137135945,0.251999863,0.158864669,0.174313492,0.140128884,0,0,0,0,0,0,0,0,0.380515907,0,0.118384499,0,0.25654679,0.192246708,0.195059341,0.045711982,0,0.055415964,0,0.046709628,0.149597833,0.166300135,1.12040486,1.254889073,-0.0051868,0.92186,NA,NA,0.330185931,1.372316152,-0.16793,0.38197,NA,NA,0.352985873,0.411740045,-0.037766,0.93086,NA,NA,0,0,NA,NA,NA,NA,pseudogene,cyclin-dependent_kinase_2_associated_protein_2_pseudogene_2
ENSG00000237458,TUBB4BP3,chrX,+,117262711,117262981,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,pseudogene,tubulin_beta_4B_class_IVb_pseudogene_3
ENSG00000185097,OR4F16,chr1,-,621059,622053,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,protein_coding,olfactory_receptor_family_4_subfamily_F_member_16
ENSG00000240224,UGT1A5,chr2,+,234621638,234681945,2345,2,0,0,9,20,11,0,0,1,0,0,0,0,3,1,0,0,0,2,1,1,24,10,12,0.035487557,0,0,0.143043122,0.342446959,0.236084354,0,0,0.027280619,0,0,0,0,0.090969867,0.028564403,0,0,0,0.039701304,0.019630482,0.018527553,0.446057472,0.200751966,0.361046696,0.00909354,0.240524811,0,0.011829186,0.039844757,0,0.335952044,0.025953113,16.14548681,1.245504667,0.47166,9.82E-05,0.0010802,TRUE,0,0.407359216,-0.030436,0.77648,NA,NA,11.98438529,0.556789857,2.3493,0.00015871,0.00043302,TRUE,0,1.492677641,-0.40419,0.21275,NA,NA,protein_coding,UDP_glucuronosyltransferase_1_family_polypeptide_A5
ENSG00000249501,USP9YP2,chrY,-,20938165,20941313,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,pseudogene,ubiquitin_specific_peptidase_9_Y-linked_pseudogene_2
ENSG00000136235,GPNMB,chr7,+,23275586,23314727,2862,16,12,10,25,27,12,9,5,5,7,10,4,10,3,12,35,49,38,28,29,23,18,17,23,0.232615855,0.265793137,0.213183007,0.32556499,0.378791565,0.211022607,0.145415015,0.101857675,0.111762843,0.125783055,0.146287389,0.075026674,0.20648256,0.074536806,0.280853357,0.767568527,0.806816683,0.6270976,0.455413633,0.466446855,0.34915568,0.274110265,0.27962883,0.567000161,0.119678511,0.305126387,0.733827604,0.237197333,0.187290907,0.115699039,0.373579752,0.423672056,21.88813976,24.74430204,-0.076966,0.61703,0.82778,FALSE,6.324212917,6.563997489,-0.022875,0.94513,0.97125,FALSE,18.60919806,13.70870049,0.39493,0.36418,0.49698,FALSE,38.16952117,8.61237436,1.7384,3.76E-06,1.50E-05,TRUE,protein_coding,glycoprotein_(transmembrane)_nmb
ENSG00000127588,GNG13,chr16,-,848041,850733,984,12,9,6,1,2,2,15,19,16,50,39,45,3,4,3,2,4,9,4,11,9,0,6,1,0.507428794,0.579801797,0.372030344,0.037876707,0.081609565,0.102294495,0.704908153,1.125775746,1.040212219,2.613175835,1.65938067,2.454950538,0.180168624,0.289057368,0.204218066,0.127571494,0.191563742,0.431984916,0.189226745,0.514601902,0.397382114,0,0.287050829,0.07170177,0.956965373,0.073926923,0.250373384,0.486420312,0.224481353,2.242502348,0.1195842,0.367070254,2.397516946,7.344774333,-0.1429,0.13353,NA,NA,42.15233715,18.00751404,0.92764,0.0012777,0.0040554,TRUE,1.542867354,9.663915304,-1.7386,0.0041835,0.009671,TRUE,4.495781536,3.538691363,0.18513,0.70498,0.80347,FALSE,protein_coding,guanine_nucleotide_binding_protein_(G_protein)_gamma_13
ENSG00000268174,CTC-513N18.5,chr19,+,20599320,20599875,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,pseudogene,-
ENSG00000061455,PRDM6,chr5,+,122424816,122523745,3052,6,4,0,15,21,8,5,3,1,4,6,3,2,1,3,0,2,2,4,2,1,2,2,0,0.081800448,0.083082127,0,0.183178309,0.276274582,0.131923701,0.075756839,0.057309961,0.020961026,0.067401442,0.082308226,0.052766958,0.038725628,0.023298857,0.06584226,0,0.03088118,0.030950426,0.061008885,0.030166107,0.01423562,0.028560637,0.030849499,0,0.051342609,0.197125531,0.020610535,0.054960858,0.042622248,0.067492209,0.019803379,0.035136871,1.236099441,2.197619974,-0.031616,0.62986,NA,NA,3.932422934,3.004646754,0.1074,0.7251,0.83567,FALSE,12.81466008,3.382696635,1.3674,0.016916,0.035405,TRUE,1.147499754,2.089342702,-0.23257,0.59931,0.72227,FALSE,protein_coding,PR_domain_containing_6
ENSG00000154027,AK5,chr1,+,77747736,78025651,3929,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0.010590268,0.0161343,0.015528882,0.018972095,0.01021937,0.025619186,0,0,0,0,0,0,0,0,0,0,0.02398813,0,0.023695484,0,0.011058058,0.01109278,0,0,0,0.018270217,0.007996043,0.014084483,0,0,0.003697593,0.011584514,0.298771699,0.934389168,-0.020415,0.60362,NA,NA,0,0,NA,NA,NA,NA,1.525542623,1.118216739,0.1708,0.78508,0.85636,FALSE,0.569674205,0,0.10082,0.65661,NA,NA,protein_coding,adenylate_kinase_5
ENSG00000232241,DYNLT3P1,chr20,-,17459730,17460076,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,pseudogene,dynein_light_chain_Tctex-type_3_pseudogene_1
ENSG00000170382,LRRN2,chr1,-,204586298,204654861,5036,28,35,31,47,52,29,0,3,0,0,2,0,2,1,2,1,1,5,0,2,0,0,3,0,0.231345614,0.440569542,0.375576305,0.347839945,0.414594739,0.289820862,0,0.03473193,0,0,0.016627264,0,0.023469146,0.014119959,0.026601877,0.012463299,0.009357562,0.046892723,0,0.018281763,0,0,0.028043886,0,0.01157731,0.350751849,0.022904528,0.34916382,0.021396994,0.005542421,0.009347962,0.006093921,0.957834064,0.622230997,0.010846,0.78924,NA,NA,0.530672453,1.109371191,-0.066959,0.69455,NA,NA,37.61159913,35.5418612,0.10274,0.75327,0.83331,FALSE,2.107510053,1.729676678,0.096931,0.83243,0.89506,FALSE,protein_coding,leucine_rich_repeat_neuronal_2
ENSG00000065609,SNAP91,chr6,-,84262599,84419410,4726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068948044,0.019480948,0.01838642,0,0.009961138,0,0,0,0,0,0,0,0.003320379,0.035605137,0.319278021,3.452509047,-0.10562,0.11042,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,protein_coding,synaptosomal-associated_protein_91kDa
ENSG00000147526,TACC1,chr8,+,38585704,38710546,7838,672,436,487,245,246,152,5355,4587,3892,5412,6956,5380,236,228,199,135,187,181,695,802,877,698,673,460,3.567409574,3.526252251,3.790931302,1.165005946,1.260189953,0.976013211,31.59297974,34.12061624,31.76615417,35.50963894,37.15616068,36.8470181,1.77934331,2.068467678,1.70065343,1.081053665,1.124306617,1.090672812,4.127595888,4.710238625,4.861331527,3.881258668,4.042150303,4.140736057,32.49325005,1.13373637,1.098677698,3.628197709,1.849488139,36.50427257,4.021381676,4.56638868,645.0672106,729.5645314,-0.16877,0.033231,0.13269,FALSE,5461.238636,4875.229027,0.16357,2.39E-05,9.99E-05,TRUE,189.216689,574.2424437,-1.5809,3.60E-42,4.38E-41,TRUE,156.6024758,232.3379643,-0.55428,9.16E-05,0.0003088,TRUE,protein_coding,transforming_acidic_coiled-coil_containing_protein_1
ENSG00000105443,CYTH2,chr19,+,48972289,48985571,4652,1102,756,673,1980,1897,1626,814,706,638,1051,1332,1026,1466,1136,1182,1190,1694,1704,918,1043,1219,1067,1036,668,9.85668433,10.3018266,8.826683829,15.8632731,16.3732084,17.59131083,8.09135157,8.848270281,8.773604223,11.61867858,11.98784273,11.83948975,18.62289824,17.36431983,17.01945984,16.05558002,17.16019107,17.30019729,9.185876471,10.32091978,11.38478687,9.996480827,10.48389596,10.13121967,8.571075358,16.60926411,16.83865613,9.661731587,17.66889264,11.81533702,10.20386549,10.29719438,971.4364435,976.3540061,-0.0075458,0.91879,0.97039,FALSE,1049.17762,763.1999812,0.45671,3.46E-11,2.64E-10,TRUE,1643.58948,907.5220764,0.8529,9.71E-34,9.48E-33,TRUE,1424.771222,1317.909081,0.11269,0.064163,0.12327,FALSE,protein_coding,cytohesin_2
ENSG00000099326,MZF1,chr19,-,59073298,59084942,3261,337,242,224,512,460,453,267,247,224,266,347,231,774,585,602,424,644,607,278,391,432,399,408,200,4.2999961,4.704318457,4.191017091,5.851759636,5.663868971,6.991409987,3.786141453,4.416106513,4.394346376,4.194928524,4.455076789,3.802651383,14.02630143,12.75628514,12.36555731,8.160820058,9.306437986,8.791420715,3.968365112,5.519500269,5.755643063,5.332667688,5.889955553,4.327172141,4.19886478,6.169012865,8.75289292,4.398443882,13.04938129,4.150885565,5.183265127,5.081169481,345.8451043,337.4893365,0.034924,0.76682,0.90492,FALSE,258.4150908,262.0414253,-0.013159,0.91509,0.95435,FALSE,427.7997279,289.6446483,0.5571,1.79E-06,5.83E-06,TRUE,519.1233971,682.3010847,-0.38948,8.62E-06,3.30E-05,TRUE,protein_coding,myeloid_zinc_finger_1
ENSG00000248664,CTC-498J12.3,chr5,-,68408939,68432221,946,0,2,2,7,6,6,10,0,0,1,1,0,3,5,2,8,5,9,2,1,2,2,5,1,0,0.13402043,0.128991494,0.275787273,0.254663251,0.31921073,0.488815801,0,0,0.054362897,0.044257348,0,0.187405842,0.37583569,0.141614219,0.530783721,0.249073364,0.449337376,0.09841391,0.048661183,0.091854358,0.092142774,0.248817843,0.074581968,0.1629386,0.283220418,0.409731487,0.087670641,0.234951917,0.032873415,0.138514195,0.07964315,2.675782323,1.538894026,0.044636,0.54109,NA,NA,0.595522158,2.975832695,-0.26923,0.23364,0.38508,FALSE,5.698263588,1.679643622,1.0449,0.10133,0.17469,FALSE,7.049273105,3.556695878,0.54593,0.26086,0.39101,FALSE,antisense,-
ENSG00000172123,SLFN12,chr17,-,33738079,33760302,2539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015814063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005271354,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0.284740112,0,0.061284,0.86913,NA,NA,0,0,NA,NA,NA,NA,protein_coding,schlafen_family_member_12
ENSG00000233380,RPS2P48,chr17,-,51834350,51835231,882,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12172695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04057565,0,0,0,0,NA,NA,NA,NA,0.679774566,0,0.054261,0.64262,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,pseudogene,ribosomal_protein_S2_pseudogene_48
ENSG00000225992,TRGVA,chr7,-,38362047,38362331,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,TR_V_pseudogene,T_cell_receptor_gamma_variable_A_(pseudogene)
ENSG00000131507,NDFIP1,chr5,+,141488070,141534008,4164,3908,2581,2681,6584,6208,4810,4361,3523,3181,3722,4404,3403,2271,1886,2044,2481,3330,3225,3858,3849,4068,4270,4047,2673,39.05105703,39.29247902,39.28333092,58.93135382,59.86143896,58.13688025,48.42969553,49.32820447,48.87086377,45.96839871,44.2805603,43.87090156,32.22993423,32.20698854,32.8804818,37.39682978,37.68616384,36.57970255,43.12897414,42.55111949,42.44544867,44.69300728,45.75358585,45.29113596,48.87625459,58.97655768,37.22089872,39.20895566,32.43913486,44.70662019,45.2459097,42.7085141,3855.855198,3627.480098,0.086543,0.039478,0.15088,FALSE,3554.129203,3896.341872,-0.13237,0.0011245,0.0036201,TRUE,5226.191544,3296.721478,0.66487,3.17E-54,5.01E-53,TRUE,2818.339871,2165.845419,0.37921,5.01E-18,4.39E-17,TRUE,protein_coding,Nedd4_family_interacting_protein_1
ENSG00000076641,PAG1,chr8,-,81882526,82024303,4387,233,166,165,1248,1367,862,610,480,430,444,495,382,81,58,64,195,254,247,170,233,228,618,558,360,2.209923531,2.398681579,2.29476661,10.60264615,12.51143273,9.889105242,6.429816421,6.379211308,6.270438144,5.204860131,4.724045617,4.67434819,1.091114659,0.940111814,0.977192987,2.789881269,2.728440588,2.659196867,1.803843736,2.444905553,2.258021734,6.139645058,5.987826635,5.789750407,6.359821958,11.00106137,2.725839575,2.301123907,1.002806487,4.867751313,5.972407367,2.168923675,536.2636204,193.8676688,1.2928,1.35E-35,1.50E-33,TRUE,407.7809278,534.1896477,-0.38377,3.51E-05,0.00014352,TRUE,1027.247953,203.8646989,2.322,9.72E-99,3.17E-97,TRUE,217.4413495,70.54681746,1.5695,1.56E-20,1.53E-19,TRUE,protein_coding,phosphoprotein_associated_with_glycosphingolipid_microdomains_1
ENSG00000143418,CERS2,chr1,-,150933059,150947479,2505,2320,1562,1632,4149,3540,2826,1966,1651,1521,2888,3779,2814,2288,1784,2005,1585,2203,2267,1852,2073,2135,2346,2227,1511,38.53622902,39.52805504,39.74977151,61.73095866,56.74161553,56.7782228,36.29210479,38.42666801,38.84351749,59.29023699,63.16051752,60.30338542,53.97607441,50.64146619,53.61356036,39.71369357,41.44338174,42.74299614,34.41524597,38.09477143,37.0297734,40.81715227,41.85189625,42.55804895,37.85409676,58.41693233,41.30002382,39.27135185,52.74370032,60.91804664,41.74236582,36.5132636,2140.024124,1864.894533,0.19167,0.00029874,0.00284,TRUE,2912.725385,1815.16602,0.68083,7.96E-45,2.88E-43,TRUE,3115.024496,1986.499705,0.64972,2.51E-31,2.28E-30,TRUE,1881.764285,2118.673779,-0.16975,0.0012006,0.0034144,TRUE,protein_coding,ceramide_synthase_2
ENSG00000204175,GPRIN2,chr10,+,46994087,47005643,7718,239,115,180,263,254,140,1123,831,801,1746,1988,1578,0,0,0,0,0,0,37,51,43,40,41,21,1.288493068,0.944550566,1.422950993,1.270042608,1.321402449,0.912936622,6.728393071,6.277542111,6.63933846,11.63411072,10.78420473,10.97558192,0,0,0,0,0,0,0.223159087,0.304185986,0.242060868,0.225879928,0.250081598,0.19197271,6.548424548,1.168127226,0,1.218664876,0,11.13129913,0.222644745,0.256468647,35.16009202,40.34112933,-0.093398,0.56061,0.79323,FALSE,1640.335187,967.7765633,0.75268,6.21E-33,1.55E-31,TRUE,192.0722563,189.878999,0.018495,0.91603,0.9457,FALSE,0,0,NA,NA,NA,NA,protein_coding,G_protein_regulated_inducer_of_neurite_outgrowth_2
ENSG00000251293,CTC-552D5.1,chr5,-,119581143,119669197,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,lincRNA,-
